antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Alat Pel Spray - SwifterJet'}),frozenset({'Tempat Sampah - EcoBin'}),0.228,0.216,0.048,0.21052631578947367,0.9746588693957114,1.0,-0.0012479999999999991,0.9930666666666667,-0.03258145363408519,0.12121212121212122,-0.006981740064446843,0.21637426900584794
frozenset({'Tisu Gulung - Nice'}),frozenset({'Alat Pel Spray - SwifterJet'}),0.226,0.228,0.046,0.20353982300884954,0.8927185219686383,1.0,-0.005528000000000005,0.9692888888888889,-0.1343965768744531,0.11274509803921567,-0.03168416708698247,0.2026471044868809
frozenset({'Alat Pel Spray - SwifterJet'}),frozenset({'Tisu Gulung - Nice'}),0.228,0.226,0.046,0.20175438596491227,0.8927185219686383,1.0,-0.005528000000000005,0.9696263736263736,-0.13469785575048746,0.11274509803921567,-0.0313250827326715,0.2026471044868809
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Detergen - Rinso'}),0.226,0.254,0.05,0.22123893805309736,0.8710194411539266,1.0,-0.007404000000000001,0.9579318181818182,-0.1605934409161895,0.11627906976744187,-0.04391563263659872,0.20904466587694237
frozenset({'Detergen - Rinso'}),frozenset({'Kain Pel - SoftDry'}),0.254,0.254,0.06,0.23622047244094488,0.93000186000372,1.0,-0.004516000000000006,0.9767216494845361,-0.09164704927348011,0.13392857142857142,-0.02383314686200419,0.23622047244094488
frozenset({'Kain Pel - SoftDry'}),frozenset({'Detergen - Rinso'}),0.254,0.254,0.06,0.23622047244094488,0.93000186000372,1.0,-0.004516000000000006,0.9767216494845361,-0.09164704927348011,0.13392857142857142,-0.02383314686200419,0.23622047244094488
frozenset({'Detergen - Rinso'}),frozenset({'Lap Serbaguna - MicroWipe'}),0.254,0.22,0.052,0.2047244094488189,0.9305654974946314,1.0,-0.0038800000000000015,0.9807920792079208,-0.09092613423322088,0.12322274881516587,-0.019584090450232187,0.22054402290622763
frozenset({'Lap Serbaguna - MicroWipe'}),frozenset({'Detergen - Rinso'}),0.22,0.254,0.052,0.23636363636363636,0.9305654974946314,1.0,-0.0038800000000000015,0.9769047619047618,-0.08730873087308734,0.12322274881516587,-0.023641238118449925,0.22054402290622763
frozenset({'Pel Lantai - KleanPro'}),frozenset({'Detergen - Rinso'}),0.246,0.254,0.054,0.21951219512195122,0.8642212406376032,1.0,-0.008483999999999998,0.9558125,-0.17243902439024386,0.1210762331838565,-0.04623030144510561,0.2160553101594008
frozenset({'Detergen - Rinso'}),frozenset({'Pel Lantai - KleanPro'}),0.254,0.246,0.054,0.21259842519685038,0.8642212406376032,1.0,-0.008483999999999998,0.95758,-0.17396653543307083,0.1210762331838565,-0.04429917082645838,0.2160553101594008
frozenset({'Pembersih Kaca - GlassBright'}),frozenset({'Detergen - Rinso'}),0.208,0.254,0.046,0.22115384615384617,0.8706844336765597,1.0,-0.006831999999999998,0.9578271604938271,-0.15791420118343188,0.11057692307692309,-0.044029696844710225,0.20112810417928528
frozenset({'Pembersih Lantai - Wipol'}),frozenset({'Detergen - Rinso'}),0.214,0.254,0.05,0.23364485981308414,0.9198616528074178,1.0,-0.004355999999999999,0.9734390243902439,-0.09978009895547,0.11961722488038279,-0.027285710706321537,0.21524762675693576
frozenset({'Pembersih Serbaguna - Mr. Muscle'}),frozenset({'Detergen - Rinso'}),0.252,0.254,0.072,0.2857142857142857,1.124859392575928,1.0,0.007991999999999999,1.0444,0.1483957219251337,0.1658986175115207,0.04251244733818458,0.2845894263217098
frozenset({'Detergen - Rinso'}),frozenset({'Pembersih Serbaguna - Mr. Muscle'}),0.254,0.252,0.072,0.28346456692913385,1.124859392575928,1.0,0.007991999999999999,1.0439120879120878,0.1487935656836461,0.1658986175115207,0.042064929049644185,0.2845894263217098
frozenset({'Pewangi Ruangan - FreshAir'}),frozenset({'Detergen - Rinso'}),0.21,0.254,0.046,0.21904761904761905,0.8623922009748781,1.0,-0.007339999999999999,0.9552439024390244,-0.168040293040293,0.11004784688995216,-0.046853057576918176,0.20007499062617173
frozenset({'Detergen - Rinso'}),frozenset({'Sabun Cuci Piring - Sunlight'}),0.254,0.23,0.054,0.21259842519685038,0.9243409791167407,1.0,-0.004420000000000007,0.9779,-0.09887258410880473,0.12558139534883722,-0.022599447796298223,0.22369051694625125
frozenset({'Sabun Cuci Piring - Sunlight'}),frozenset({'Detergen - Rinso'}),0.23,0.254,0.054,0.23478260869565215,0.9243409791167407,1.0,-0.004420000000000007,0.9748863636363636,-0.09608695652173928,0.12558139534883722,-0.02576057815596227,0.22369051694625125
frozenset({'Detergen - Rinso'}),frozenset({'Sabun Cuci Tangan - Lifebuoy'}),0.254,0.224,0.06,0.23622047244094488,1.0545556805399325,1.0,0.0031039999999999957,1.016,0.06934763181411965,0.14354066985645933,0.01574803149606298,0.25203880764904385
frozenset({'Sabun Cuci Tangan - Lifebuoy'}),frozenset({'Detergen - Rinso'}),0.224,0.254,0.06,0.26785714285714285,1.0545556805399325,1.0,0.0031039999999999957,1.0189268292682927,0.06666666666666658,0.14354066985645933,0.018575258521639205,0.25203880764904385
frozenset({'Sapu - SuperClean'}),frozenset({'Detergen - Rinso'}),0.216,0.254,0.046,0.21296296296296297,0.8384368620589093,1.0,-0.008864000000000004,0.9478588235294119,-0.19729344729344736,0.10849056603773585,-0.05500943302551882,0.19703266258384367
frozenset({'Sarung Tangan Karet - HandySafe'}),frozenset({'Detergen - Rinso'}),0.22,0.254,0.048,0.2181818181818182,0.8589835361488906,1.0,-0.007879999999999998,0.954186046511628,-0.17387466902030002,0.11267605633802817,-0.04801364854984156,0.20357909806728705
frozenset({'Sikat WC - ToiletMate'}),frozenset({'Detergen - Rinso'}),0.244,0.254,0.05,0.20491803278688525,0.8067639086097844,1.0,-0.011975999999999994,0.9382680412371134,-0.24059787849566042,0.11160714285714286,-0.0657935217333978,0.20088421324383632
frozenset({'Spons Cuci - ScrubPro'}),frozenset({'Detergen - Rinso'}),0.24,0.254,0.05,0.20833333333333334,0.8202099737532809,1.0,-0.010959999999999998,0.9423157894736842,-0.22385620915032672,0.11261261261261261,-0.06121537086684539,0.20259186351706038
frozenset({'Detergen - Rinso'}),frozenset({'Tempat Sampah - EcoBin'}),0.254,0.216,0.066,0.25984251968503935,1.2029746281714786,1.0,0.011136,1.0592340425531914,0.22617596880331464,0.16336633663366337,0.05592158123091754,0.28269903762029747
frozenset({'Tempat Sampah - EcoBin'}),frozenset({'Detergen - Rinso'}),0.216,0.254,0.066,0.3055555555555556,1.2029746281714786,1.0,0.011136,1.07424,0.2152133580705009,0.16336633663366337,0.06910932380101284,0.28269903762029747
frozenset({'Tisu Gulung - Nice'}),frozenset({'Detergen - Rinso'}),0.226,0.254,0.06,0.2654867256637168,1.0452233293847117,1.0,0.002595999999999994,1.0156385542168673,0.05590008613264414,0.14285714285714285,0.015397755581389784,0.25085359905233084
frozenset({'Detergen - Rinso'}),frozenset({'Tisu Gulung - Nice'}),0.254,0.226,0.06,0.23622047244094488,1.0452233293847117,1.0,0.002595999999999994,1.0133814432989692,0.05799821268990157,0.14285714285714285,0.013204744755742728,0.25085359905233084
frozenset({'Ember - AquaTuff'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.236,0.226,0.05,0.21186440677966104,0.9374531273436328,1.0,-0.0033359999999999987,0.9820645161290322,-0.08031587057010783,0.12135922330097089,-0.01826304033635526,0.21655167241637918
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Ember - AquaTuff'}),0.226,0.236,0.05,0.22123893805309736,0.937453127343633,1.0,-0.0033359999999999987,0.9810454545454546,-0.07936054810162714,0.12135922330097089,-0.01932076171060554,0.21655167241637918
frozenset({'Ember - AquaTuff'}),frozenset({'Kain Pel - SoftDry'}),0.236,0.254,0.048,0.2033898305084746,0.8007473642065929,1.0,-0.011943999999999996,0.936468085106383,-0.24568043442488063,0.1085972850678733,-0.06784205025673648,0.19618310423061525
frozenset({'Ember - AquaTuff'}),frozenset({'Keset - DoorMate'}),0.236,0.224,0.052,0.22033898305084745,0.9836561743341404,1.0,-0.0008640000000000037,0.9953043478260869,-0.02128498226251487,0.12745098039215685,-0.004717805346846071,0.2262409200968523
frozenset({'Keset - DoorMate'}),frozenset({'Ember - AquaTuff'}),0.224,0.236,0.052,0.23214285714285712,0.9836561743341404,1.0,-0.0008640000000000037,0.9949767441860464,-0.020962732919254747,0.12745098039215685,-0.005048616305160817,0.2262409200968523
frozenset({'Ember - AquaTuff'}),frozenset({'Lap Serbaguna - MicroWipe'}),0.236,0.22,0.052,0.22033898305084745,1.0015408320493067,1.0,7.999999999999674e-05,1.0004347826086957,0.0020136931131694707,0.12871287128712872,0.0004345936549326311,0.2283513097072419
frozenset({'Lap Serbaguna - MicroWipe'}),frozenset({'Ember - AquaTuff'}),0.22,0.236,0.052,0.23636363636363636,1.0015408320493067,1.0,7.999999999999674e-05,1.0004761904761905,0.001972386587771123,0.12871287128712872,0.0004759638267491774,0.2283513097072419
frozenset({'Ember - AquaTuff'}),frozenset({'Pel Lantai - KleanPro'}),0.236,0.246,0.052,0.22033898305084745,0.8956869229709247,1.0,-0.006055999999999999,0.9670869565217391,-0.13227328324305432,0.12093023255813953,-0.03403317897765589,0.21586054843599284
frozenset({'Pel Lantai - KleanPro'}),frozenset({'Ember - AquaTuff'}),0.246,0.236,0.052,0.2113821138211382,0.8956869229709246,1.0,-0.006055999999999999,0.9687835051546393,-0.13379285966772708,0.12093023255813953,-0.03222236410845784,0.21586054843599284
frozenset({'Pembersih Lantai - Wipol'}),frozenset({'Ember - AquaTuff'}),0.214,0.236,0.044,0.205607476635514,0.8712181213369238,1.0,-0.006503999999999996,0.9617411764705883,-0.15829439252336439,0.10837438423645321,-0.03978078974409159,0.19602407730080784
frozenset({'Ember - AquaTuff'}),frozenset({'Pembersih Serbaguna - Mr. Muscle'}),0.236,0.252,0.058,0.24576271186440682,0.975248856604789,1.0,-0.0014719999999999941,0.9917303370786517,-0.03215096977109895,0.13488372093023257,-0.008338620502129924,0.2379607210115685
frozenset({'Pembersih Serbaguna - Mr. Muscle'}),frozenset({'Ember - AquaTuff'}),0.252,0.236,0.058,0.23015873015873017,0.9752488566047889,1.0,-0.0014719999999999941,0.9924123711340207,-0.03281612270376302,0.13488372093023257,-0.007645641153494521,0.2379607210115685
frozenset({'Ember - AquaTuff'}),frozenset({'Pewangi Ruangan - FreshAir'}),0.236,0.21,0.052,0.22033898305084745,1.0492332526230832,1.0,0.0024400000000000047,1.0132608695652174,0.06141763995167148,0.1319796954314721,0.013087320317528432,0.23397901533494753
frozenset({'Pewangi Ruangan - FreshAir'}),frozenset({'Ember - AquaTuff'}),0.21,0.236,0.052,0.24761904761904763,1.0492332526230832,1.0,0.0024400000000000047,1.0154430379746835,0.05939629990262913,0.1319796954314721,0.01520817751184246,0.23397901533494753
frozenset({'Ember - AquaTuff'}),frozenset({'Sabun Cuci Piring - Sunlight'}),0.236,0.23,0.062,0.2627118644067797,1.1422254974207813,1.0,0.007719999999999998,1.044367816091954,0.16297922648201313,0.15346534653465346,0.04248294078802555,0.266138540899042
frozenset({'Sabun Cuci Piring - Sunlight'}),frozenset({'Ember - AquaTuff'}),0.23,0.236,0.062,0.26956521739130435,1.1422254974207813,1.0,0.007719999999999998,1.045952380952381,0.161709258483452,0.15346534653465346,0.04393353061689052,0.266138540899042
frozenset({'Ember - AquaTuff'}),frozenset({'Sapu - SuperClean'}),0.236,0.216,0.062,0.2627118644067797,1.216258631512869,1.0,0.011024000000000006,1.0633563218390805,0.2327309576085122,0.158974358974359,0.059581459702525104,0.27487445072190836
frozenset({'Sapu - SuperClean'}),frozenset({'Ember - AquaTuff'}),0.216,0.236,0.062,0.28703703703703703,1.216258631512869,1.0,0.011024000000000006,1.0715844155844154,0.22679394338380526,0.158974358974359,0.06680240449873959,0.27487445072190836
frozenset({'Ember - AquaTuff'}),frozenset({'Sarung Tangan Karet - HandySafe'}),0.236,0.22,0.058,0.24576271186440682,1.1171032357473036,1.0,0.006080000000000002,1.0341573033707865,0.13720888246975993,0.14572864321608042,0.03302911777488053,0.25469953775038523
frozenset({'Sarung Tangan Karet - HandySafe'}),frozenset({'Ember - AquaTuff'}),0.22,0.236,0.058,0.26363636363636367,1.1171032357473036,1.0,0.006080000000000002,1.037530864197531,0.13439434129089306,0.14572864321608042,0.03617325083293675,0.25469953775038523
frozenset({'Ember - AquaTuff'}),frozenset({'Sikat WC - ToiletMate'}),0.236,0.244,0.048,0.2033898305084746,0.8335648791330926,1.0,-0.009583999999999995,0.9490212765957448,-0.20719474230370105,0.11111111111111112,-0.053717155412070644,0.2000555709919422
frozenset({'Ember - AquaTuff'}),frozenset({'Spons Cuci - ScrubPro'}),0.236,0.24,0.052,0.22033898305084745,0.9180790960451978,1.0,-0.004639999999999998,0.9747826086956521,-0.10457987738910923,0.12264150943396226,-0.02586975914362176,0.21850282485875705
frozenset({'Spons Cuci - ScrubPro'}),frozenset({'Ember - AquaTuff'}),0.24,0.236,0.052,0.21666666666666667,0.9180790960451978,1.0,-0.004639999999999998,0.9753191489361702,-0.10507246376811591,0.12264150943396226,-0.025305410122164022,0.21850282485875705
frozenset({'Ember - AquaTuff'}),frozenset({'Tempat Sampah - EcoBin'}),0.236,0.216,0.056,0.23728813559322035,1.0985561833019462,1.0,0.005024000000000008,1.0279111111111112,0.11742707554225897,0.14141414141414144,0.027153234175025954,0.24827369742623978
frozenset({'Tempat Sampah - EcoBin'}),frozenset({'Ember - AquaTuff'}),0.216,0.236,0.056,0.25925925925925924,1.098556183301946,1.0,0.005024000000000008,1.0314,0.11443148688046663,0.14141414141414144,0.03044405662206709,0.24827369742623978
frozenset({'Ember - AquaTuff'}),frozenset({'Tisu Gulung - Nice'}),0.236,0.226,0.066,0.2796610169491526,1.2374381280935953,1.0,0.012664000000000002,1.0744941176470588,0.25115024591464385,0.16666666666666669,0.06932947926247102,0.28584820758962054
frozenset({'Tisu Gulung - Nice'}),frozenset({'Ember - AquaTuff'}),0.226,0.236,0.066,0.2920353982300885,1.2374381280935953,1.0,0.012664000000000002,1.07915,0.24790541069610839,0.16666666666666669,0.0733447620812677,0.28584820758962054
frozenset({'Keset - DoorMate'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.224,0.226,0.05,0.22321428571428573,0.9876738305941846,1.0,-0.0006239999999999996,0.9964137931034482,-0.015827922077922066,0.125,-0.003599114064230336,0.22222661188369153
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Keset - DoorMate'}),0.226,0.224,0.05,0.22123893805309736,0.9876738305941846,1.0,-0.0006239999999999996,0.9964545454545455,-0.015868172108635937,0.125,-0.0035580695192044443,0.22222661188369153
frozenset({'Lap Serbaguna - MicroWipe'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.22,0.226,0.064,0.2909090909090909,1.2872083668543846,1.0,0.014280000000000001,1.0915384615384616,0.2860576923076923,0.16753926701570682,0.08386187455954895,0.28704746580852775
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Lap Serbaguna - MicroWipe'}),0.226,0.22,0.064,0.2831858407079646,1.2872083668543846,1.0,0.014280000000000001,1.088148148148148,0.2882751937984496,0.16753926701570682,0.0810074880871341,0.28704746580852775
frozenset({'Pel Lantai - KleanPro'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.246,0.226,0.05,0.20325203252032523,0.8993452766386072,1.0,-0.005595999999999997,0.9714489795918367,-0.12924981522542492,0.1184834123222749,-0.029390138862628912,0.21224548528671128
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Pel Lantai - KleanPro'}),0.226,0.246,0.05,0.22123893805309736,0.8993452766386072,1.0,-0.005595999999999997,0.9682045454545455,-0.12633194870868694,0.1184834123222749,-0.03283960470411491,0.21224548528671128
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Pembersih Kaca - GlassBright'}),0.226,0.208,0.056,0.24778761061946902,1.191286589516678,1.0,0.008992,1.0528941176470588,0.2074566260612772,0.14814814814814814,0.05023688209528918,0.2585091899251192
frozenset({'Pembersih Kaca - GlassBright'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.208,0.226,0.056,0.2692307692307693,1.1912865895166782,1.0,0.008992,1.0591578947368423,0.20274170274170272,0.14814814814814814,0.05585370701649776,0.2585091899251192
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Pembersih Lantai - Wipol'}),0.226,0.214,0.046,0.20353982300884954,0.9511206682656521,1.0,-0.002363999999999998,0.9868666666666667,-0.06226295828065735,0.11675126903553298,-0.013308113220293199,0.20924654701844347
frozenset({'Pembersih Lantai - Wipol'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.214,0.226,0.046,0.21495327102803738,0.9511206682656521,1.0,-0.002363999999999998,0.9859285714285715,-0.06137071651090338,0.11675126903553298,-0.014272259653698485,0.20924654701844347
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Pembersih Serbaguna - Mr. Muscle'}),0.226,0.252,0.048,0.21238938053097345,0.8428150021070375,1.0,-0.008952000000000002,0.9497078651685393,-0.19416970327954192,0.11162790697674418,-0.05295537362169325,0.20143278550358196
frozenset({'Sabun Cuci Piring - Sunlight'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.23,0.226,0.05,0.21739130434782608,0.9619084263178145,1.0,-0.0019800000000000026,0.989,-0.048913043478260934,0.12315270935960591,-0.011122345803842281,0.2193151212004617
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Sabun Cuci Piring - Sunlight'}),0.226,0.23,0.05,0.22123893805309736,0.9619084263178146,1.0,-0.0019800000000000026,0.98875,-0.04867256637168148,0.12315270935960591,-0.011378002528445005,0.2193151212004617
frozenset({'Sabun Cuci Tangan - Lifebuoy'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.224,0.226,0.052,0.23214285714285712,1.0271807838179519,1.0,0.0013759999999999953,1.008,0.03409992069785873,0.13065326633165827,0.007936507936507903,0.23111567635903918
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Sabun Cuci Tangan - Lifebuoy'}),0.226,0.224,0.052,0.2300884955752212,1.0271807838179519,1.0,0.0013759999999999953,1.0079080459770113,0.034188034188034074,0.13065326633165827,0.007845999452604644,0.23111567635903918
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Sapu - SuperClean'}),0.226,0.216,0.046,0.20353982300884954,0.9423139954113405,1.0,-0.002815999999999999,0.9843555555555555,-0.07329515877147318,0.11616161616161616,-0.015893082896875584,0.20825139298590625
frozenset({'Sapu - SuperClean'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.216,0.226,0.046,0.21296296296296297,0.9423139954113405,1.0,-0.002815999999999999,0.9834352941176472,-0.07242798353909463,0.11616161616161616,-0.01684371710211504,0.20825139298590625
frozenset({'Sikat WC - ToiletMate'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.244,0.226,0.058,0.2377049180327869,1.0517916727114465,1.0,0.0028560000000000044,1.0153548387096776,0.06513409961685833,0.14077669902912623,0.015122633117295727,0.2471710430871899
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Sikat WC - ToiletMate'}),0.226,0.244,0.058,0.25663716814159293,1.0517916727114465,1.0,0.0028560000000000044,1.017,0.0636193531141407,0.14077669902912623,0.01671583087512293,0.2471710430871899
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Spons Cuci - ScrubPro'}),0.226,0.24,0.05,0.22123893805309736,0.9218289085545723,1.0,-0.004239999999999994,0.975909090909091,-0.09874243129948751,0.12019230769230771,-0.024685607824871888,0.21478613569321536
frozenset({'Spons Cuci - ScrubPro'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.24,0.226,0.05,0.20833333333333334,0.9218289085545723,1.0,-0.004239999999999994,0.9776842105263158,-0.10037878787878775,0.12019230769230771,-0.022825150732127472,0.21478613569321536
frozenset({'Tisu Gulung - Nice'}),frozenset({'Kain Lap Meja - QuickWipe'}),0.226,0.226,0.048,0.21238938053097345,0.9397760200485551,1.0,-0.0030760000000000023,0.9827191011235955,-0.07646415432037393,0.1188118811881188,-0.017584779675744906,0.21238938053097345
frozenset({'Kain Lap Meja - QuickWipe'}),frozenset({'Tisu Gulung - Nice'}),0.226,0.226,0.048,0.21238938053097345,0.9397760200485551,1.0,-0.0030760000000000023,0.9827191011235955,-0.07646415432037393,0.1188118811881188,-0.017584779675744906,0.21238938053097345
frozenset({'Lap Serbaguna - MicroWipe'}),frozenset({'Kain Pel - SoftDry'}),0.22,0.254,0.048,0.2181818181818182,0.8589835361488906,1.0,-0.007879999999999998,0.954186046511628,-0.17387466902030002,0.11267605633802817,-0.04801364854984156,0.20357909806728705
frozenset({'Pel Lantai - KleanPro'}),frozenset({'Kain Pel - SoftDry'}),0.246,0.254,0.054,0.21951219512195122,0.8642212406376032,1.0,-0.008483999999999998,0.9558125,-0.17243902439024386,0.1210762331838565,-0.04623030144510561,0.2160553101594008
frozenset({'Kain Pel - SoftDry'}),frozenset({'Pel Lantai - KleanPro'}),0.254,0.246,0.054,0.21259842519685038,0.8642212406376032,1.0,-0.008483999999999998,0.95758,-0.17396653543307083,0.1210762331838565,-0.04429917082645838,0.2160553101594008
frozenset({'Pembersih Kaca - GlassBright'}),frozenset({'Kain Pel - SoftDry'}),0.208,0.254,0.042,0.20192307692307696,0.7949727437916415,1.0,-0.010831999999999994,0.9347469879518073,-0.24564586357039175,0.1,-0.06980820787791293,0.1836387038158692
frozenset({'Pembersih Lantai - Wipol'}),frozenset({'Kain Pel - SoftDry'}),0.214,0.254,0.048,0.22429906542056074,0.8830671866951211,1.0,-0.0063560000000000005,0.961710843373494,-0.1441792940749478,0.1142857142857143,-0.039813585227130376,0.20663772168665834
frozenset({'Pembersih Serbaguna - Mr. Muscle'}),frozenset({'Kain Pel - SoftDry'}),0.252,0.254,0.052,0.20634920634920634,0.8123984501937257,1.0,-0.012007999999999998,0.9399599999999999,-0.23589501807323582,0.11453744493392069,-0.06387505851312823,0.20553680789901263
